adview,views,likes,dislikes,comment,category,days,duration
557,2146,13,3,3,7,1167,180
18095,83422,352,5,14,4,1298,181
6,1203780,1929,399,175,4,1243,8753
1,20609,65,6,1,7,1456,250
3,48224,52,8,4,1,2233,147
792,21377,123,14,67,6,762,454
1,256726,463,26,76,1,1005,286
23280,4537970,1415,1012,146,5,1410,208
1,1399344,5367,216,1024,2,2335,595
6,2114816,4187,407,278,4,2122,419
2,639366,473,154,60,4,893,8569
6,644185,7647,461,3297,2,770,604
4022,4559,2,0,0,4,1339,561
2,141122,117,56,22,4,1753,7124
11,712484,1511,107,47,4,1757,614
1,9710,6,0,0,4,1700,52
4,4638,21,3,2,7,1463,276
1,125644,2135,49,101,7,1411,171
1,54347,43,17,6,4,2224,8470
2,790,6,0,0,4,827,59
1,2064,0,1,0,8,810,53
2,1148364,14933,732,2282,2,687,328
1,9734,105,8,10,4,878,145
1,184406,674,35,29,5,1218,44
12,125796,1318,65,479,2,2210,439
25,1256188,1788,179,71,4,3597,591
1,10498,53,1,1,7,1359,150
13,324410,391,165,12,4,1957,1048
1,52818,87,7,25,5,2722,640
2,15537,14,2,0,4,1819,751
1,910754,1086,319,41,4,703,340
2,82607,410,46,63,4,824,616
27,1616150,5203,546,407,7,1574,3135
4,15038,878,5,48,4,736,287
2,587715,3825,110,481,5,949,390
14,1329351,1588,396,53,4,1684,5433
1,18625,43,6,0,3,1627,514
1,401138,8766,107,1118,3,842,379
2,1493510,6902,340,598,7,1724,233
1,272539,715,80,65,4,1608,396
2,22470,73,11,18,4,1509,31
120,1606606,2589,638,190,4,1950,2680
1,251668,986,37,135,2,795,282
1,170192,236,20,7,4,1161,324
2,1963,13,1,1,4,1522,67
3,328828,4054,204,792,4,1412,1057
1,15011,82,5,2,6,1306,3172
18,260550,897,252,103,4,932,220
5,2614,17,0,5,4,848,519
1,66474,460,28,62,4,817,1367
2,19599,206,5,0,2,1880,227
6,19977,119,3,14,4,1463,91
1,26204,274,12,60,4,820,519
19,24253,96,10,2,5,1248,130
2,571,13,1,9,4,736,293
1,56864,1490,30,105,1,892,1644
174499,209199,42,3,0,4,1010,29
1,4937,31,5,1,5,1224,57
1,22928,110,12,1,4,840,145
1,303440,868,103,174,8,722,307
1,116475,150,7,13,4,1152,461
3,497414,922,130,15,6,2901,307
1,62399,109,19,23,4,2242,2512
3,267,1,0,1,4,666,10
2,139127,1985,32,187,3,849,1652
1,85019,90,66,10,5,1322,152
2,580995,14060,260,4429,4,876,446
1,514366,1878,78,228,6,2111,646
1,27018,30,7,2,4,1831,126
1,36148,60,2,11,4,1792,1152
91,1306,40,1,11,5,1832,31
1,653075,2191,80,137,4,1342,240
1,71737,66,2,6,5,1212,86
4011,4710,3,0,0,7,2059,183
1,752993,34658,551,2045,2,604,521
1,95603,268,12,18,4,1347,1095
1,1159749,8765,268,857,4,1646,73
2,1445969,3344,2073,132,5,606,3271
1,98300,0,0,0,4,1479,10446
4,1200547,2267,267,218,8,1192,4089
1,360983,4760,101,874,5,1310,1142
16,278105,748,64,17,4,2623,1049
1,723,0,0,0,4,1711,233
1,3735,6,0,0,5,887,1853
5,116341,236,13,17,4,3258,356
2,837336,2876,199,118,4,1474,254
48,988595,4163,163,147,4,1968,551
2,104966,126,59,16,4,1017,8825
1,330754,1482,210,1765,3,1177,3328
814,1097,4,0,0,4,1334,417
1,36074,54,6,0,5,1320,207
1,1097717,5795,460,457,4,745,126
1,134442,668,25,60,8,1529,615
1,72550,415,10,154,7,1938,1460
2,2098166,7596,1598,3217,6,1102,190
16,1684995,11960,384,906,4,965,203
8,536955,670,114,59,4,1441,7685
1,4051,6,1,0,1,2255,196
4,240358,2192,151,327,2,823,408
1,272737,380,48,218,5,978,644
37,267263,90,81,0,5,1836,894
1,2955,57,0,2,4,1177,299
1,36942,221,10,53,4,1247,606
1,146333,495,27,83,4,1051,2098
13,736521,4499,226,234,6,915,337
1,2412,33,3,2,3,1279,6669
13,526149,1217,71,26,5,1310,144
2,74574,453,6,14,6,1306,294
6,564717,7215,378,1503,2,650,543
7,1171645,1854,315,179,2,1109,438
2,86296,1080,17,132,6,1320,198
1,115207,2105,15,170,6,848,328
114499,737443,3853,132,182,4,643,265
1,16407,51,1,9,7,2078,161
1,21116,102,4,28,4,911,1349
18,1372,1,1,0,5,975,16
1,150727,614,79,505,4,986,717
1,231344,766,48,42,4,1703,1256
1,132565,416,71,81,4,848,227
4,207917,319,10,16,4,3015,205
5,537562,6398,237,1068,6,867,490
13,1323911,4328,627,401,5,1608,1861
1,37701,6,6,0,4,2403,621
3,150718,1080,11,471,5,3048,422
1,170597,435,19,4,4,1711,153
21,2839,54,0,11,1,687,259
51,3011727,7599,696,671,5,946,284
38,777987,17288,305,5298,2,869,175
70,536518,3044,253,405,5,1888,158
10,133809,188,21,7,1,2249,95
7,5039854,7584,1292,718,4,1204,949
16,73361,1900,13,88,4,1130,245
7012,102195,1699,56,124,6,640,436
2,83830,46,11,1,4,2060,146
1,476509,1247,81,106,4,1149,331
17,197701,491,44,26,4,2084,164
2,808619,10892,870,3987,6,825,160
2598,13490,15,4,0,1,1331,117
14,519834,2488,31,488,7,2967,174
10,2667603,38728,1589,2801,4,914,284
1,27824,270,8,20,7,1003,16141
1,47830,102,9,1,3,888,138
7,46526,112,1,7,2,1775,894
4,66778,55,20,5,1,2282,256
1,36428,402,14,99,1,2150,747
1,254921,613,50,25,5,1709,605
25,2122242,11514,1095,860,7,894,3041
39,264193,1133,57,76,4,1895,1780
1,7302,8,18,5,7,1375,143
1,14659,26,3,3,5,948,8685
33,2610343,11347,1230,982,7,887,2510
5,41331,151,1,17,4,1688,854
2,1692,7,1,1,7,2989,56
1,23492,162,24,28,4,863,105
14,814089,1906,133,63,4,2384,351
1,609951,1339,103,369,4,911,162
6,745132,3476,131,416,2,852,244
1,49877,31,12,5,5,2507,7220
3,73445,140,19,32,4,2207,1523
6,151,2,0,0,4,1607,136
1,15315,148,4,36,4,2617,653
1,5517,65,0,2,4,651,160
1,59033,34,23,1,5,1414,1754
1,64276,76,15,8,4,1382,8209
1,713383,3247,5242,1865,7,1400,221
2,81545,190,39,8,6,2198,96
5,82452,233,37,27,7,1699,1424
1,84844,132,14,5,5,1451,8375
5,215131,198,62,14,2,1421,529
3,499582,1009,158,190,4,1456,464
1,137841,716,30,87,2,1583,347
22,6144536,3299,1568,370,4,1037,4769
2,2180,3,2,0,5,987,26
19,8041,85,2,8,4,698,228
1,2991,9,0,0,4,1790,471
2,25495,235,10,55,7,1927,78
12,1109036,20938,523,7593,2,830,375
5,314083,2553,107,225,5,817,886
6,121958,228,35,15,5,2190,151
2,103574,82,38,18,4,806,626
1,21508,43,9,7,7,2084,1270
1,226674,843,193,70,5,908,235
3,1159653,1820,155,85,4,852,621
1,571559,2123,331,126,4,1588,249
9,497611,862,105,33,8,878,327
1,611642,9868,143,278,7,739,253
36,596051,3937,115,465,7,2119,2067
3,90687,329,8,23,4,1730,400
2,184101,159,35,8,4,1989,901
2,6951,27,1,2,7,824,394
1,107954,144,42,17,4,1811,2606
1,70786,119,107,72,4,2212,127
3,16046,23,4,1,4,2067,84
21,2254243,3116,352,103,4,2278,175
3,183,2,0,0,7,1065,235
3,185892,524,36,45,7,802,135
1,130726,93,25,4,4,1459,5770
9709,13364,41,0,1,4,1310,456
5,360264,254,113,26,4,812,437
1,61402,75,15,8,5,1678,8341
1,705524,1754,223,272,8,1108,4362
1,138310,671,15,35,7,2227,322
14,1130825,5751,105,137,4,905,69
12000,37676,33,12,4,7,1443,242
292,12042,165,4,4,4,1324,94
4,3540482,3453,1370,322,4,1375,150
7,3764863,5775,1053,436,4,1155,207
1,85950,324,24,7,4,837,77
2,98742,881,25,55,4,1222,878
1,198374,922,71,113,4,1194,481
3,366474,262,78,29,4,840,9657
16,416162,1156,51,56,4,1677,909
1,637303,306,153,0,3,1351,97
14,3512789,6793,745,331,4,1154,259
8,940492,1049,105,37,4,3590,591
8,1485175,6942,296,295,4,846,228
1,266497,263,22,30,7,1478,152
1,188285,285,70,18,4,2916,713
1,383603,5265,275,1109,8,903,2994
11,629012,1374,547,122,4,823,135
1,36043,240,7,22,4,667,10920
30,1990481,1427,840,104,4,942,131
2,4834571,17387,1151,655,7,1134,260
1,222058,247,34,13,4,900,61
1,174795,651,108,652,3,1377,3159
1,8335,164,21,112,2,1324,766
6,316914,420,64,20,4,1551,3430
2,80167,63,4,11,4,2368,68
1,10179,4,1,1,4,2096,239
1,107072,594,6,34,7,1308,316
21,1475571,12463,740,1596,4,980,145
21339,31394,75,5,15,7,1271,226
1,36768,336,5,35,4,852,318
2,184371,339,56,41,4,1618,378
1,70412,60,30,14,5,1017,5770
1,1018118,2734,46,331,7,1655,355
4,1345865,1342,332,60,4,1226,227
2,1537731,7666,515,804,4,1464,2676
1,24783,91,9,7,7,1898,192
4,104,0,0,0,4,1230,51
1,70347,114,3,3,4,933,110
1,84481,166,11,102,3,1407,736
64,442291,1695,202,536,5,2065,780
3,485333,2762,297,1268,2,816,362
1,760606,2241,194,124,7,1670,1352
1,539971,1338,236,1498,4,818,401
2,444168,3692,45,1195,4,1214,348
1,106779,830,10,55,4,1890,391
2,25279,365,25,20,6,1327,196
1,320095,3447,190,509,7,836,300
1,42469,329,10,5,4,1597,557
2,163,0,2,0,8,1150,77
2,7191,23,3,0,8,1276,299
2,147583,507,34,48,4,1374,279
1,474156,2778,72,33,3,1109,140
2,40683,123,10,3,7,2905,615
1,29792,207,20,135,4,986,191
1,2482,2,0,0,4,2280,519
4,18231,205,7,129,4,1676,832
961,63770,1196,10,81,7,787,343
1,336710,2038,88,83,4,1591,282
4,322273,1029,57,431,7,4056,299
809,1144,2,0,0,4,1394,417
1,425454,1088,83,90,5,988,329
5,21401,194,2,8,6,1964,1279
1,41264,414,59,28,7,670,11665
1,54094,130,8,7,7,1094,267
1,1090048,7902,448,600,2,1694,257
6,174149,1015,48,219,4,1786,395
4,1224174,2231,387,210,4,988,298
7,2699337,37316,1280,5287,2,1057,229
4454,37803,531,21,24,7,1647,243
16,527,1,0,0,4,807,61
11,5978942,8029,1638,614,5,1520,5119
4,847087,6981,413,1146,4,906,976
3,375312,2761,69,252,2,1094,220
1,665986,421,56,92,5,1506,115
6,1549812,771,445,0,3,1125,637
6,2951909,6931,763,510,4,1127,182
1,60095,41,9,16,5,855,21
2,396367,937,656,26,5,640,1930
1478,9073,232,14,39,6,801,1296
6,1315294,1832,279,88,4,1006,353
1,8332,10,1,1,4,897,122
16,1985,1,0,0,4,2725,35
3,362741,1228,97,215,7,2129,288
2,155683,371,129,154,6,2133,255
3,164,1,0,0,4,1059,36
6,170366,243,61,7,4,1971,911
5,8456,30,1,9,4,1311,353
1,279722,4964,308,647,4,626,477
1,41089,28,5,23,3,3867,541
1,24884,101,4,34,4,1866,764
1,3396,6,0,0,4,810,134
6,31989,258,3,8,4,1517,403
1,139992,2197,27,157,4,868,1100
20,1381046,9731,371,1999,2,812,559
6,1945944,3483,717,353,4,889,611
12142,59953,1566,18,82,1,1320,427
2,231622,1876,66,210,6,854,298
2,167188,71,40,5,4,1403,1965
1,112928,5681,77,417,1,657,2040
69,5987,18,3,0,5,1874,31
2,653343,334,104,39,4,960,127
1,1321477,1467,363,141,3,1408,180
1,384,4,0,0,4,1824,157
1,158379,3363,48,678,1,888,928
1,19016,30,3,6,4,698,7798
1,12361,54,14,3,7,1337,2930
1,49767,1023,4,80,4,1097,315
3,450493,627,86,74,4,1290,7461
13,247178,1785,45,174,7,2550,256
1,8882,22,0,1,8,1523,907
1,177344,1220,128,539,2,974,592
1,527,1,1,1,4,905,1569
2,89696,264,28,14,4,942,118
6,199391,640,38,297,7,2716,620
15,192314,1161,17,251,7,2967,118
1,33073,65,5,11,7,1106,258
7,511090,4166,225,539,6,840,446
3,47744,114,14,19,7,1743,2254
9,1208244,15380,575,2756,2,880,349
1,110843,96,36,16,4,800,187
3,25681,39,2,9,5,2723,639
1,986,1,0,0,4,787,641
1,212622,1923,21,203,6,975,287
1,425127,3197,132,225,4,1166,863
1,727493,1134,193,48,4,649,602
985,19146480,35016,4151,1117,4,1697,363
1,532,17,7,7,4,1707,167
7,77840,109,8,0,5,2402,206
1,947,0,0,1,4,708,31
1,2667624,4155,474,585,4,1190,201
3,1888560,1029,542,0,3,1247,98
3,2862355,1735,594,60,4,1676,114
1,3904,116,5,87,4,1933,1004
1,96661,302,17,30,7,1741,427
3,168791,384,31,25,7,1537,257
1,82279,329,13,7,4,1200,212
8,1704478,3613,267,106,4,2411,356
89,53305971,149582,9610,8237,7,959,283
2,1763,7,0,0,3,2179,54
4,1970000,2797,573,250,7,1022,343
2,2398034,8727,214,505,4,1618,224
1,6977,69,3,31,6,1248,203
9312,2236714,48403,1198,1536,4,725,437
1,4129900,22505,1551,1980,2,2074,420
14,623009,1342,178,66,4,2049,7569
3,54303,57,14,3,4,1702,11
4,107581,156,21,12,4,2153,82
3,1548933,8026,673,1450,4,1139,2769
6,206267,909,30,200,7,1483,215
25,642592,867,247,61,5,2186,9340
1,124428,148,9,11,4,3227,618
12,165636,129,24,8,4,2623,275
1,541274,367,130,55,4,830,40
3,2422625,6414,1042,170,8,1428,111
2,19832,63,1,2,7,1052,245
1,156452,272,23,49,2,1019,470
4,146200,327,17,26,4,1790,617
1,7742,169,1,6,4,1197,410
367,734093,471,369,60,4,1503,258
1,7525,21,4,2,4,1881,568
4,221218,1601,104,803,4,819,1832
1,4766,6,1,0,4,1450,123
8122,15807,45,1,10,7,1397,254
1,354,10,1,5,4,2261,606
1,24666,161,0,19,4,1959,724
2,3472,6,3,0,4,990,144
36682,50605,93,29,24,4,1745,206
1,15339,87,1,2,7,1758,107
3,51895,156,4,0,2,1761,315
12,164343,836,10,223,7,2967,169
1,25983,138,5,68,2,1670,335
1,282399,797,64,42,4,2400,162
1,203242,270,200,26,8,978,147
1,1249,35,2,4,4,869,263
1833,7515,40,8,5,6,1026,125
1,164673,2266,216,619,4,1002,535
2,665480,6125,213,417,2,892,270
1,1476,3,0,0,5,632,4216
1,50516,202,15,6,6,1976,1262
1,820637,5850,174,504,7,854,134
18,202499,242,213,34,7,2208,194
2,1013412,814,96,220,7,2708,300
2,23941,59,4,6,4,2667,567
1,70490,681,20,61,3,802,1397
1,3910,23,5,2,4,1825,2539
11,632853,3052,555,265,4,934,244
5,92780,174,21,5,4,2545,229
1,17485,11,2,0,4,903,109
1,15589,23,11,1,4,638,559
6,1117585,1172,281,117,4,886,8748
1,47597,326,23,17,7,953,1441
1,3034,7,7,1,5,1939,2234
1,1663,12,0,2,4,703,55
4,631376,4618,64,119,7,1110,294
1,107964,223,16,47,4,1450,2358
7,2626,45,1,8,4,1270,190
1,80489,258,10,14,4,1769,465
1,12053,126,1,73,4,1862,374
1,148892,144,24,7,4,1581,122
87,7781,8,1,0,4,1136,31
2,93910,407,38,41,7,1467,9577
1,41271,531,9,63,7,891,241
1,73503,54,26,1,5,886,1938
1,1162691,517,143,49,7,1609,293
1,3061,14,2,3,4,1768,45
12,383177,470,76,17,4,1066,74
1,25556,172,51,16,7,994,289
2,342514,930,70,36,7,1478,238
2,21295,109,5,18,7,2967,417
1,376439,446,38,24,5,1228,2521
1,593,24,21,4,4,1772,193
1,378214,423,28,230,4,4404,172
20,311343,1216,289,82,4,883,140
1,297551,3272,209,192,5,915,347
2,26218,77,4,4,7,1992,270
1,276581,683,85,0,4,2286,5462
15,589448,8260,131,846,7,805,357
1,104415,2941,25,464,2,916,327
1,16864,195,5,0,7,1626,244
2,1970843,70187,1065,2314,4,932,721
31,459273,900,195,124,4,1930,2295
1,146777,1232,80,346,1,663,351
2,56831,153,11,13,4,2293,727
8,366314,1585,58,146,7,2891,220
3,4901,11,1,1,4,2033,83
1,165036,115,50,52,4,2079,2323
212,4724,13,1,3,4,666,179
1,201163,2668,69,142,7,875,296
61,551536,494,132,24,4,1798,1316
1,3141058,37421,492,2617,4,784,485
1,176669,592,36,222,1,808,436
68,73951,456,11,37,7,603,273
3,191804,517,47,19,4,1728,508
1,92389,4543,22,600,6,914,1109
1,25156,57,3,13,4,1506,285
1,639071,2941,308,258,4,893,278
1,63748,5250,10,732,6,824,471
2,130891,93,8,13,4,1843,557
5,4456788,9154,1832,369,7,2062,2864
1,2959,55,3,6,2,1159,97
11,241872,242,110,57,4,1864,2574
2,45278,315,77,53,5,841,3331
1,143,0,0,0,4,2409,36
30,5675702,11821,3389,1521,4,801,607
1,121,0,0,0,4,2712,37
160,307,9,0,16,4,1755,59
8,512758,5841,272,720,2,822,240
2,733129,4315,336,1155,4,2206,345
5590,10418,41,6,1,1,1362,137
15350,16607,12,0,0,4,941,230
3,714565,10671,127,2506,2,1520,193
1,89315,79,45,23,4,1089,301
7,2529043,2523,796,146,4,2258,75
7,1889045,14714,2395,1503,4,891,256
1,21116,7,1,0,4,834,8777
2,967378,17787,721,3633,4,886,536
1,27473,272,17,43,5,1721,238
7,244008,313,19,5,7,910,312
6,115557,207,9,17,4,3015,449
91,942479,1323,426,68,4,1704,36
3,2415275,1781,317,147,7,2019,5844
2,3075277,21755,2630,1987,2,1253,103
2,744695,1096,65,108,4,2256,319
1,20057,20,2,0,7,2688,115
13,147704,359,16,16,5,1004,125
5,42201,21,8,6,1,2206,91
1,18718,45,3,2,2,1824,856
3,23920,137,5,7,4,897,354
1,34675,31,7,0,4,821,5083
7208,7616,0,0,0,4,869,27
6894,62845,1211,45,112,6,612,430
20,15799,30,5,0,4,3283,376
2,30902,14,1,1,7,2210,226
1,141316,509,49,97,4,1942,1239
1,16865,37,0,2,4,1939,237
1,102545,32,21,0,3,1060,670
1,496663,1003,49,57,7,808,249
4,476267,992,90,40,4,2468,730
10,5007,5,0,0,1,2103,83
3,394888,1334,14,33,4,813,114
4,238,5,0,1,4,767,406
1,11605,17,3,0,7,1314,166
2,425241,695,57,24,4,851,605
7,268653,290,37,20,4,1905,273
1,130632,99,15,26,4,2592,79
2,1247,4,0,0,4,934,31
2,1380306,2021,224,69,4,1572,445
177,3951009,1298,708,47,4,2326,286
16,122970,266,37,22,7,2277,3117
1,496241,284,86,17,4,2402,131
238028,252981,0,0,1,4,613,31
11,363941,1819,224,70,2,2101,329
157,859449,680,246,29,4,1936,285
2,1294818,1181,221,71,4,765,608
1,360128,96,51,0,8,1463,145
2,1236014,2728,1205,320,4,1197,55
6,2318221,28490,2021,23771,4,933,593
2,1510770,6129,388,216,7,1652,259
6,112404,377,12,136,4,1873,1150
1,108270,335,39,23,5,1009,717
1,782942,1758,59,61,7,1822,264
1,76305,940,16,140,5,834,771
1,18761,143,6,20,4,1154,1949
1,42569,621,8,13,4,1523,1118
4,104273,69,27,17,4,2279,2449
1,140425,1215,35,350,7,1840,36142
5,491322,2620,286,499,2,872,526
4,637763,1747,116,323,7,1499,4425
1,4641,146,4,69,6,1221,302
1,1649887,12205,371,299,4,786,189
122,2067,126,24,4,4,1240,240
1,121488,786,86,281,2,798,547
1,1108251,561,161,31,8,2088,224
5,999882,2296,318,301,5,970,5363
1,611871,892,92,220,2,1659,901
2923,3335,5,0,0,8,1072,715
1,447874,938,89,97,5,1864,5362
2,55695,93,7,5,4,2861,734
11,2080324,7092,1397,1566,4,925,381
2,1106892,2075,201,98,4,950,129
1,299886,2462,33,81,7,1128,194
1,212200,204,74,97,4,942,203
1,8149,41,2,5,7,2088,575
2,110734,119,15,2,4,1811,170
1,670940,11408,1556,1656,2,640,538
1,498431,1461,94,149,5,1261,81
2,104136,347,9,3,4,1881,40
2,2178,0,0,0,4,2061,90
6,1472379,34149,1500,2599,4,1278,402
13,296901,448,45,12,4,1722,109
6,233171,3044,327,136,7,1185,276
11,496887,4450,1030,3202,4,2075,242
32,3334342,5769,1161,419,4,834,175
2,164704,6760,65,718,7,892,126
13,46159,159,3,14,4,1705,732
5,514950,715,83,28,4,844,614
1,1470714,12238,578,3825,4,1352,209
4,7639064,59956,907,3960,2,1249,437
2,510198,393,133,17,5,2620,5505
1,58267,40,13,0,8,2025,77
1,41492,0,0,10,7,1473,238
1,144882,104,32,26,5,824,157
16,597081,8543,298,2005,2,644,176
10,7706968,15739,3372,793,3,1194,110
1,2168,9,0,0,4,1763,175
1,22920,19,6,12,1,2327,142
5,925845,1991,173,43,4,1797,477
4,13434,65,11,13,7,1463,475
43,607774,3224,280,330,4,802,129
2,232545,617,30,20,2,1181,151
1,129943,174,54,14,4,1206,9163
1,1414521,906,479,82,4,882,901
3,843111,2426,87,217,7,1646,317
1,20455,412,41,265,4,809,557
2,86325,345,11,30,2,1260,1396
3,128102,337,38,44,4,1756,496
1,108782,104,12,1,4,2094,319
1,311973,1121,70,19,4,1477,188
1,3091,17,0,3,3,1874,160
1,1727,50,1,2,7,879,216
138,504727,18189,225,253,2,1571,228
4,82556,82,9,12,7,2031,294
2,22030,1287,9,160,4,750,251
1,22681,88,5,14,2,1447,617
2,54557,132,3,4,4,1309,124
3,272736,3635,219,69,4,811,585
15,53005,385,8,8,4,1447,591
1,23902,126,6,19,4,922,10751
1,2611,29,3,0,2,1682,101
1,260141,1943,85,800,6,980,148
1,97392,147,62,5,4,728,1894
1,276662,5611,87,1228,4,1161,530
7,144106,3101,75,1101,4,631,987
8,1499125,4221,1155,414,3,1989,199
1,869317,1440,131,0,4,1012,189
7219,17793,78,8,1,4,1212,227
1,112172,3612,55,417,2,785,52
1,515592,1071,20,76,7,2214,259
1,475991,1508,242,237,4,1211,179
2,7556,93,13,17,7,873,261
58635,68740,57,2,8,4,879,2864
2,20485,14,6,1,2,1059,58
33,3718490,4422,1220,308,4,1877,3631
4,1575590,1091,581,130,5,834,843
3,1326150,9749,1827,5653,2,813,391
3,48933,19,7,0,3,1012,326
2,728460,927,185,64,4,1233,7764
1,3059,9,0,5,2,907,471
1,1484276,1267,339,575,7,1554,392
8,261948,511,35,22,4,1728,383
2,1043098,1640,496,117,4,863,320
33,762551,1310,869,173,7,1894,41
1,252971,6437,87,2952,4,1000,322
1,194,1,0,0,4,784,16
1,113628,1181,13,30,7,1456,269
1,1092871,3703,252,344,4,1079,142
7,2600640,10475,1106,802,4,940,349
1,3326,4,2,1,4,1745,101
1,151253,184,17,17,4,2899,314
9,228901,603,23,49,7,3526,234
6,2088716,24629,427,1715,2,1562,198
1,104860,150,15,24,4,1105,200
1103,1952,39,1,43,6,1204,346
1,53262,1204,11,103,6,868,233
4,1041107,3680,222,152,4,2530,642
27,528421,266,76,23,4,2068,81
1,211026,1433,103,270,4,1108,201
2,2607090,8340,1882,3507,4,720,414
1,43284,434,16,15,4,1543,481
1,234226,788,102,133,4,2219,1476
140,10129,57,4,5,4,770,346
1,113685,288,129,3,4,639,958
1,34919,57,3,9,4,2975,391
5,37975,80,39,13,7,2274,287
3617,5180,95,9,15,6,594,329
1,94759,168,9,3,4,1344,227
3,1038552,2624,564,1273,6,1090,382
1,11595,456,36,150,4,807,509
1,21280,32,5,8,7,1895,304
5,744329,2436,489,4925,4,854,608
3,56077,51,4,2,4,2366,122
1,65891,149,5,10,2,1787,498
1,30304,358,20,40,4,820,144
1,46664,476,10,36,3,884,3017
27,197230,156,76,8,5,2636,1371
50,1474621,8090,904,1679,4,957,238
1,113853,153,32,19,5,1478,6817
2,5042,1,2,0,4,2629,42
1,36065,1174,3,49,4,854,194
107,764601,12861,1191,5483,2,1097,14
3,361250,210,161,17,4,1772,927
2,19232,146,5,6,7,1910,92
4,1256390,17286,793,2052,8,601,1073
39732,95991,169,29,11,4,769,225
1,8995,40,0,1,4,1677,1002
23,1303111,7165,376,708,4,830,408
5,343053,951,62,57,5,913,331
1,227370,469,44,23,4,1419,2303
1,574696,563,40,23,4,2090,62
2,93034,451,9,44,7,897,225
1,14650,15,8,0,3,1760,724
2,173084,844,27,55,4,829,174
75120,100562,122,77,14,5,738,179
2,2615,5,0,1,4,1863,85
1,94910,270,28,18,7,1592,231
1,1232416,3739,1608,1427,4,1085,275
1,48071,720,5,20,7,824,313
1,438,10,0,6,4,1755,1948
9,2828495,60253,1507,2807,2,1026,421
8,433517,347,54,27,4,2581,310
1,382866,647,30,33,2,1407,1272
16,5863436,10238,2541,611,4,1205,167
20270,73653,94,13,4,2,1837,100
2,23252,43,3,6,5,1391,7445
9,1210868,3244,364,197,4,990,272
8,445477,3066,251,240,3,2049,178
2,37402,72,5,21,5,2728,667
109,202958,161,46,14,4,1456,395
1,65274,107,28,11,5,2387,8405
2279,2970,14,0,0,7,771,239
2,45356,110,9,4,5,881,221
1,46618,725,10,34,4,1136,730
1,2482089,22201,269,2514,2,773,360
1,2808840,1715,872,388,4,1409,227
1,19797,83,3,1,4,1339,148
3,670900,2060,102,290,4,1577,392
4278,9183,39,2,1,7,1258,653
1,38084,53,3,10,5,2827,603
1,54721,33,10,4,4,1814,1295
1,256943,842,69,54,4,774,2529
1,19137,413,4,79,4,1267,447
6550,13064,234,8,46,4,655,171
12392,23562,43,0,8,4,1750,29
1,69074,251,7,89,4,3898,596
1,2088,2,0,1,5,1819,661
1,1058,3,0,0,8,1401,137
3,181536,76,9,8,4,2521,89
23,181242,895,11,57,7,1692,373
1,5448,89,3,34,7,995,931
2,37218,61,5,15,5,2724,640
3,473217,676,64,37,4,1468,2673
3,486,2,0,0,6,854,33
155,838284,19322,308,695,2,1891,587
8612,11569,40,5,1,7,1236,581
1,5018,22,1,0,4,1365,235
1,32525,175,8,15,4,1182,264
1,640,3,0,0,5,1171,3534
1,113125,82,26,3,4,1043,252
8,1498822,5470,377,716,4,923,2699
2,20239,57,7,1,3,2266,169
4,3058681,21724,359,1694,7,866,84
10387,11573,13,4,0,4,1306,115
1,50497,297,23,222,4,1000,73
1,24863,359,5,70,4,1749,107
1,345507,201,58,60,7,1471,2423
30,2332417,7097,817,185,8,870,144
1,785168,473,550,517,4,894,101
12,341237,506,36,38,4,3183,771
2,172865,247,24,45,7,1603,3260
1,15370,531,8,70,6,889,435
18,424236,849,94,283,4,856,2827
8,549852,480,150,40,4,2073,689
38,2381387,9383,1609,743,4,916,133
1,511377,2206,45,127,7,1221,275
2,34002,190,12,19,3,1233,415
1,107910,231,8,11,7,886,294
12,63885,120,3,9,4,1308,647
1,13557,30,5,8,4,1207,4635
16,113626,498,9,75,3,2768,267
1,72629,461,52,27,5,858,266
12,793734,6710,366,430,4,847,323
1,3227,7,2,0,7,2104,1337
8,366461,1005,78,32,7,1835,478
1,83653,70,24,8,5,1066,7444
3,11487,0,0,0,4,796,225
2,89763,217,19,57,1,1687,382
9,332832,462,119,85,4,878,84
1,110786,267,41,33,4,1084,41
2,193132,1292,32,165,4,1222,275
1,10233,20,1,3,4,3288,320
38,1535490,1072,532,105,4,870,601
4,1527298,2190,440,129,3,1978,141
2,107369,552,54,41,6,859,159
1,2579,14,10,0,4,1494,236
1,180018,566,116,101,4,1350,2737
3,312445,622,67,14,4,1992,868
20874,24818,26,0,0,4,1356,10
1,3840,3,0,0,4,1326,155
2,745511,2585,105,567,4,4596,201
57633,58701,3,0,0,4,898,31
1,20663,189,6,43,4,1857,1270
1,58587,88,9,0,3,2319,246
2,254249,1110,63,51,8,953,488
1,1038,1,0,1,4,1289,31
1,2130618,8811,1866,1858,6,2149,429
1,27312,117,7,7,4,1778,31
3,194898,1048,45,58,4,848,676
5,122143,370,20,172,4,1845,2890
125,553415,194,86,12,4,1960,84
3,1639618,384,325,25,4,1646,225
1,88977,63,16,1,4,847,55
4,338611,1428,141,55,8,942,1899
6,7349,47,5,3,5,1745,192
1,49,3,0,0,7,1255,297
1,95313,570,51,610,4,906,647
1,32298,457,19,100,6,1179,322
1,41922,138,12,13,7,1683,224
2,3178,19,4,0,7,1872,201
3,591640,479,42,29,4,990,257
2282,29099,302,42,106,6,733,732
1,5236,5,12,0,8,1115,1357
